,"time_point","S","I","R"
"97",48.,1.09711699309185,62.650186835345,36.2526961715632
"98",48.5,.994348996594181,62.1290546637106,36.8765963396953
"99",49.,.901081406372683,61.6036555452161,37.4952630484113
"100",49.5,.816457751232312,61.074884036504,38.1086582122637
"101",50.,.739694560638624,60.5435532351118,38.7167522042496
"102",50.5,.67007675767395,60.0104000380321,39.319523204294
"103",51.,.606951407126974,59.4760922313651,39.916956361508
"104",51.5,.549723390333787,58.9412333958785,40.5090432137877
"105",52.,.497850193823483,58.4063687917632,41.0957810144134
"106",52.5,.450837855998837,57.8719899336388,41.6771722103623
"107",53.,.408236730864761,57.3385393585038,42.2532239106315
"108",53.5,.369637738324662,56.8064148423285,42.8239474193469
"109",54.,.334668966910592,56.2759732135506,43.3893578195389
"110",54.5,.302992270636464,55.7475341688654,43.9494735604982
"111",55.,.274300554556134,55.2213833134717,44.5043161319722
"112",55.5,.248314749591061,54.6977755451914,45.0539097052176
"113",56.,.22478163639576,54.176937487123,45.5982808764812
"114",56.5,.203471207235867,53.6590704331483,46.1374583596159
"115",57.,.18417490988189,53.1443523076928,46.6714727824254
"116",57.5,.166703382650939,52.6329401904715,47.2003564268776
"117",58.,.150885028629846,52.1249719051259,47.7241430662443
"118",58.5,.136564092649255,51.6205681597295,48.2428677476213
"119",59.,.123599500261972,51.1198338385289,48.7565666612092
"120",59.5,.111863235985339,50.6228598047131,49.2652769593016
"121",60.,.101239398670535,50.1297239499109,49.7690366514186
"122",60.5,.0916228384354645,49.6404927074602,50.2678844541044
"123",61.,.0829183904204366,49.1552219025179,50.7618597070617
"124",61.5,.0750397319629047,48.6739580191876,51.2510022488496
"125",62.,.0679087611407544,48.1967388890097,51.7353523498496
"126",62.5,.0614546445554695,47.7235947453187,52.2149506101258
"127",63.,.055613306334215,47.2545487885335,52.6898379051323
"128",63.5,.0503266493252749,46.7896180472045,53.1600553034702
"129",64.,.045542115552288,46.3288138635511,53.6256440208967
"130",64.5,.0412120775114368,45.8721425652536,54.086645357235
"131",65.,.0372934262896495,45.4196059197707,54.5431006539396
"132",65.5,.0337471383128421,44.9712016114365,54.9950512502507
"133",66.,.0305378533702988,44.5269237061614,55.4425384404683
"134",66.5,.0276336092575312,44.0867629427785,55.885603447964
"135",67.,.0250054114678511,43.6507072059497,56.3242873825825
"136",67.5,.0226270735176238,43.2187417008913,56.7586312255911
"137",68.,.0204748439267565,42.7908493621261,57.1886757939472
"138",68.5,.0185272474260207,42.3670110270738,57.6144617255002
"139",69.,.0167648518639432,41.947205690291,58.0360294578451
"140",69.5,.0151700352381947,41.5314107577941,58.4534192069677
"141",70.,.0137268972798108,41.1196021426616,58.8666709600587
"142",70.5,.0124210047427501,40.7117545419358,59.2758244533215
"143",71.,.0112393113174383,40.3078415232154,59.6809191654672
"144",71.5,.0101700246604329,39.9078356679356,60.081994307404
"145",72.,.00920243678291138,39.5117087547052,60.4790888085119
"146",72.5,.00832689193543711,39.1194317931922,60.8722413148724
"147",73.,.00753464027747048,38.7309751808815,61.2614901788411
"148",73.5,.00681774366711541,38.3463088039954,61.6468734523375
"149",74.,.00616905331508472,37.9654020604384,62.0284288862466
"150",74.5,.00558208003506615,37.5882239975055,62.4061939224595
"151",75.,.00505093916678013,37.21474337012,62.7802056907132
"152",75.5,.00457033658160517,36.8449286546027,63.1505010088157
"153",76.,.00413546366296097,36.4787481586128,63.5171163777243
"154",76.5,.003741956727958,36.1161700634328,63.8800879798393
"155",77.,.00338589267730775,35.7571624274535,64.2394516798692
"156",77.5,.00306371308438729,35.4016932640029,64.5952430229127
"157",78.,.00277218234302895,35.0497305842859,64.947497233371
"158",78.5,.00250838726379914,34.7012423968662,65.29624921587
"159",79.,.00226969961759922,34.3561967445532,65.6415335558292
"160",79.5,.00205372377577598,34.0145617568588,65.9833845193655
"161",80.,.00185829031634291,33.6763056557563,66.3218360539274
"162",80.5,.00168145656575446,33.3413967539674,66.6569217894669
"163",81.,.00152145444328798,33.0098035050479,66.9886750405088
"164",81.5,.00137667450566837,32.6814945186486,67.3171288068458
"165",82.,.00124566513729808,32.3564385602887,67.6423157745741
"166",82.5,.00112712671292808,32.0346045556253,67.9642683176618
"167",83.,.00101987201168243,31.7159616263068,68.2830185016815
"168",83.5,.000922820661739097,31.4004790948669,68.5985980844714
"169",84.,.000834998887893792,31.0881264837708,68.9110385173413
"170",84.5,.000755537605700441,30.7788735159103,69.220370946484
"171",85.,.000683641863002991,30.4726901396924,69.5266262184446
"172",85.5,.000618587122372497,30.1695465320486,69.8298348808291
"173",86.,.000559716883640495,29.8694130992108,70.1300271839056
"174",86.5,.000506449273653524,29.5722604705159,70.4272330802105
"175",87.,.000458254782250904,29.2780595137291,70.7214822314887
"176",87.5,.000414648457298,28.9867813403663,71.0128040111764
"177",88.,.000375189150770874,28.6983973059331,71.3012275049162
"178",88.5,.00033948030487597,28.4128790077047,71.5867815119905
"179",89.,.00030717133653758,28.1301982830514,71.8694945456121
"180",89.5,.000277940393915843,27.8503272177686,72.1493948418375
"181",90.,.000251492637133105,27.5732381468554,72.4265103605075
"182",90.5,.000227559723861579,27.298903654461,72.7008687858152
"183",91.,.000205900004576891,27.0272965716893,72.9724975283062
